"","V1","V2","V3","cluster"
"2063",40,25,35,"2"
"2064",40,24,36,"2"
"2065",40,23,37,"2"
"2066",40,22,38,"2"
"2067",40,21,39,"2"
"2068",40,20,40,"1"
"2069",41,34,25,"3"
"2070",41,33,26,"3"
"2071",41,32,27,"3"
"2072",41,31,28,"3"
"2073",41,30,29,"2"
"2074",41,29,30,"2"
"2075",41,28,31,"2"
"2076",41,27,32,"2"
"2077",41,26,33,"2"
"2078",41,25,34,"2"
"2079",41,24,35,"2"
"2080",41,23,36,"2"
"2081",41,22,37,"2"
"2082",41,21,38,"2"
"2083",41,20,39,"2"
"2084",42,33,25,"3"
"2085",42,32,26,"3"
"2086",42,31,27,"2"
"2087",42,30,28,"2"
"2088",42,29,29,"2"
"2089",42,28,30,"2"
"2090",42,27,31,"2"
"2091",42,26,32,"2"
"2092",42,25,33,"2"
"2093",42,24,34,"2"
"2094",42,23,35,"2"
"2095",42,22,36,"2"
"2096",42,21,37,"2"
"2097",42,20,38,"2"
"2098",43,32,25,"2"
"2099",43,31,26,"2"
"2100",43,30,27,"2"
"2101",43,29,28,"2"
"2102",43,28,29,"2"
"2103",43,27,30,"2"
"2104",43,26,31,"2"
"2105",43,25,32,"2"
"2106",43,24,33,"2"
"2107",43,23,34,"2"
"2108",43,22,35,"2"
"2109",43,21,36,"2"
"2110",43,20,37,"2"
"2111",44,31,25,"2"
"2112",44,30,26,"2"
"2113",44,29,27,"2"
"2114",44,28,28,"2"
"2115",44,27,29,"2"
"2116",44,26,30,"2"
"2117",44,25,31,"2"
"2118",44,24,32,"2"
"2119",44,23,33,"2"
"2120",44,22,34,"2"
"2121",44,21,35,"2"
"2122",44,20,36,"2"
"2123",45,30,25,"2"
"2124",45,29,26,"2"
"2125",45,28,27,"2"
"2126",45,27,28,"2"
"2127",45,26,29,"2"
"2128",45,25,30,"2"
"2129",45,24,31,"2"
"2130",45,23,32,"2"
"2131",45,22,33,"2"
"2132",45,21,34,"2"
"2133",45,20,35,"2"
"2134",46,29,25,"2"
"2135",46,28,26,"2"
"2136",46,27,27,"2"
"2137",46,26,28,"2"
"2138",46,25,29,"2"
"2139",46,24,30,"2"
"2140",46,23,31,"2"
"2141",46,22,32,"2"
"2142",46,21,33,"2"
"2143",46,20,34,"2"
"2144",47,28,25,"2"
"2145",47,27,26,"2"
"2146",47,26,27,"2"
"2147",47,25,28,"2"
"2148",47,24,29,"2"
"2149",47,23,30,"2"
"2150",47,22,31,"2"
"2151",47,21,32,"2"
"2152",47,20,33,"2"
"2153",48,27,25,"2"
"2154",48,26,26,"2"
"2155",48,25,27,"2"
"2156",48,24,28,"2"
"2157",48,23,29,"2"
"2158",48,22,30,"2"
"2159",48,21,31,"2"
"2160",48,20,32,"2"
"2161",49,26,25,"2"
"2162",49,25,26,"2"
"2163",49,24,27,"2"
"2164",49,23,28,"2"
"2165",49,22,29,"2"
"2166",49,21,30,"2"
"2167",49,20,31,"2"
"2168",50,25,25,"2"
"2169",50,24,26,"2"
"2170",50,23,27,"2"
"2171",50,22,28,"2"
"2172",50,21,29,"2"
"2173",50,20,30,"2"
"2174",51,24,25,"2"
"2175",51,23,26,"2"
"2176",51,22,27,"2"
"2177",51,21,28,"2"
"2178",51,20,29,"2"
"2179",52,23,25,"2"
"2180",52,22,26,"2"
"2181",52,21,27,"2"
"2182",52,20,28,"2"
"2183",53,22,25,"2"
"2184",53,21,26,"2"
"2185",53,20,27,"2"
"2186",54,21,25,"2"
"2187",54,20,26,"2"
"2188",55,20,25,"2"
"2189",55,20,25,"2"
"2190",54,21,25,"2"
"2191",53,22,25,"2"
"2192",52,23,25,"2"
"2193",51,24,25,"2"
"2194",50,25,25,"2"
"2195",49,26,25,"2"
"2196",48,27,25,"2"
"2197",47,28,25,"2"
"2198",46,29,25,"2"
"2199",45,30,25,"2"
"2200",44,31,25,"2"
"2201",43,32,25,"2"
"2202",42,33,25,"3"
"2203",41,34,25,"3"
"2204",40,35,25,"3"
"2205",39,36,25,"3"
"2206",38,37,25,"3"
"2207",37,38,25,"3"
"2208",36,39,25,"3"
"2209",35,40,25,"3"
"2210",34,41,25,"3"
"2211",33,42,25,"3"
"2212",32,43,25,"3"
"2213",31,44,25,"3"
"2214",30,45,25,"3"
"2215",29,46,25,"3"
"2216",28,47,25,"3"
"2217",27,48,25,"3"
"2218",26,49,25,"3"
"2219",25,50,25,"3"
"2220",54,20,26,"2"
"2221",53,21,26,"2"
"2222",52,22,26,"2"
"2223",51,23,26,"2"
"2224",50,24,26,"2"
"2225",49,25,26,"2"
"2226",48,26,26,"2"
"2227",47,27,26,"2"
"2228",46,28,26,"2"
"2229",45,29,26,"2"
"2230",44,30,26,"2"
"2231",43,31,26,"2"
"2232",42,32,26,"3"
"2233",41,33,26,"3"
"2234",40,34,26,"3"
"2235",39,35,26,"3"
"2236",38,36,26,"3"
"2237",37,37,26,"3"
"2238",36,38,26,"3"
"2239",35,39,26,"3"
"2240",34,40,26,"3"
"2241",33,41,26,"3"
"2242",32,42,26,"3"
"2243",31,43,26,"3"
"2244",30,44,26,"3"
"2245",29,45,26,"3"
"2246",28,46,26,"3"
"2247",27,47,26,"3"
"2248",26,48,26,"3"
"2249",25,49,26,"3"
"2250",53,20,27,"2"
"2251",52,21,27,"2"
"2252",51,22,27,"2"
"2253",50,23,27,"2"
"2254",49,24,27,"2"
"2255",48,25,27,"2"
"2256",47,26,27,"2"
"2257",46,27,27,"2"
"2258",45,28,27,"2"
"2259",44,29,27,"2"
"2260",43,30,27,"2"
"2261",42,31,27,"2"
"2262",41,32,27,"3"
"2263",40,33,27,"3"
"2264",39,34,27,"3"
"2265",38,35,27,"3"
"2266",37,36,27,"3"
"2267",36,37,27,"3"
"2268",35,38,27,"3"
"2269",34,39,27,"3"
"2270",33,40,27,"3"
"2271",32,41,27,"3"
"2272",31,42,27,"3"
"2273",30,43,27,"3"
"2274",29,44,27,"3"
"2275",28,45,27,"3"
"2276",27,46,27,"3"
"2277",26,47,27,"3"
"2278",25,48,27,"3"
"2279",52,20,28,"2"
"2280",51,21,28,"2"
"2281",50,22,28,"2"
"2282",49,23,28,"2"
"2283",48,24,28,"2"
"2284",47,25,28,"2"
"2285",46,26,28,"2"
"2286",45,27,28,"2"
"2287",44,28,28,"2"
"2288",43,29,28,"2"
"2289",42,30,28,"2"
"2290",41,31,28,"3"
"2291",40,32,28,"3"
"2292",39,33,28,"3"
"2293",38,34,28,"3"
"2294",37,35,28,"3"
"2295",36,36,28,"3"
"2296",35,37,28,"3"
"2297",34,38,28,"3"
"2298",33,39,28,"3"
"2299",32,40,28,"3"
"2300",31,41,28,"3"
"2301",30,42,28,"3"
"2302",29,43,28,"3"
"2303",28,44,28,"3"
"2304",27,45,28,"3"
"2305",26,46,28,"3"
"2306",25,47,28,"3"
"2307",51,20,29,"2"
"2308",50,21,29,"2"
"2309",49,22,29,"2"
"2310",48,23,29,"2"
"2311",47,24,29,"2"
"2312",46,25,29,"2"
"2313",45,26,29,"2"
"2314",44,27,29,"2"
"2315",43,28,29,"2"
"2316",42,29,29,"2"
"2317",41,30,29,"2"
"2318",40,31,29,"3"
"2319",39,32,29,"3"
"2320",38,33,29,"3"
"2321",37,34,29,"3"
"2322",36,35,29,"3"
"2323",35,36,29,"3"
"2324",34,37,29,"3"
"2325",33,38,29,"3"
"2326",32,39,29,"3"
"2327",31,40,29,"3"
"2328",30,41,29,"3"
"2329",29,42,29,"3"
"2330",28,43,29,"3"
"2331",27,44,29,"3"
"2332",26,45,29,"3"
"2333",25,46,29,"3"
"2334",50,20,30,"2"
"2335",49,21,30,"2"
"2336",48,22,30,"2"
"2337",47,23,30,"2"
"2338",46,24,30,"2"
"2339",45,25,30,"2"
"2340",44,26,30,"2"
"2341",43,27,30,"2"
"2342",42,28,30,"2"
"2343",41,29,30,"2"
"2344",40,30,30,"3"
"2345",39,31,30,"3"
"2346",38,32,30,"3"
"2347",37,33,30,"3"
"2348",36,34,30,"3"
"2349",35,35,30,"3"
"2350",34,36,30,"3"
"2351",33,37,30,"3"
"2352",32,38,30,"3"
"2353",31,39,30,"3"
"2354",30,40,30,"3"
"2355",29,41,30,"3"
"2356",28,42,30,"3"
"2357",27,43,30,"3"
"2358",26,44,30,"3"
"2359",25,45,30,"3"
"2360",49,20,31,"2"
"2361",48,21,31,"2"
"2362",47,22,31,"2"
"2363",46,23,31,"2"
"2364",45,24,31,"2"
"2365",44,25,31,"2"
"2366",43,26,31,"2"
"2367",42,27,31,"2"
"2368",41,28,31,"2"
"2369",40,29,31,"2"
"2370",39,30,31,"3"
"2371",38,31,31,"3"
"2372",37,32,31,"3"
"2373",36,33,31,"3"
"2374",35,34,31,"3"
"2375",34,35,31,"3"
"2376",33,36,31,"3"
"2377",32,37,31,"3"
"2378",31,38,31,"3"
"2379",30,39,31,"3"
"2380",29,40,31,"3"
"2381",28,41,31,"3"
"2382",27,42,31,"3"
"2383",26,43,31,"3"
"2384",25,44,31,"3"
"2385",48,20,32,"2"
"2386",47,21,32,"2"
"2387",46,22,32,"2"
"2388",45,23,32,"2"
"2389",44,24,32,"2"
"2390",43,25,32,"2"
"2391",42,26,32,"2"
"2392",41,27,32,"2"
"2393",40,28,32,"2"
"2394",39,29,32,"3"
"2395",38,30,32,"3"
"2396",37,31,32,"3"
"2397",36,32,32,"3"
"2398",35,33,32,"3"
"2399",34,34,32,"3"
"2400",33,35,32,"3"
"2401",32,36,32,"3"
"2402",31,37,32,"3"
"2403",30,38,32,"3"
"2404",29,39,32,"3"
"2405",28,40,32,"3"
"2406",27,41,32,"3"
"2407",26,42,32,"3"
"2408",25,43,32,"3"
"2409",47,20,33,"2"
"2410",46,21,33,"2"
"2411",45,22,33,"2"
"2412",44,23,33,"2"
"2413",43,24,33,"2"
"2414",42,25,33,"2"
"2415",41,26,33,"2"
"2416",40,27,33,"2"
"2417",39,28,33,"2"
"2418",38,29,33,"3"
"2419",37,30,33,"3"
"2420",36,31,33,"3"
"2421",35,32,33,"3"
"2422",34,33,33,"3"
"2423",33,34,33,"3"
"2424",32,35,33,"3"
"2425",31,36,33,"3"
"2426",30,37,33,"3"
"2427",29,38,33,"3"
"2428",28,39,33,"3"
"2429",27,40,33,"3"
"2430",26,41,33,"3"
"2431",25,42,33,"3"
"2432",46,20,34,"2"
"2433",45,21,34,"2"
"2434",44,22,34,"2"
"2435",43,23,34,"2"
"2436",42,24,34,"2"
"2437",41,25,34,"2"
"2438",40,26,34,"2"
"2439",39,27,34,"2"
"2440",38,28,34,"3"
"2441",37,29,34,"3"
"2442",36,30,34,"3"
"2443",35,31,34,"3"
"2444",34,32,34,"3"
"2445",33,33,34,"3"
"2446",32,34,34,"3"
"2447",31,35,34,"3"
"2448",30,36,34,"3"
"2449",29,37,34,"3"
"2450",28,38,34,"3"
"2451",27,39,34,"3"
"2452",26,40,34,"3"
"2453",25,41,34,"3"
"2454",45,20,35,"2"
"2455",44,21,35,"2"
"2456",43,22,35,"2"
"2457",42,23,35,"2"
"2458",41,24,35,"2"
"2459",40,25,35,"2"
"2460",39,26,35,"2"
"2461",38,27,35,"2"
"2462",37,28,35,"3"
"2463",36,29,35,"3"
"2464",35,30,35,"3"
"2465",34,31,35,"3"
"2466",33,32,35,"3"
"2467",32,33,35,"3"
"2468",31,34,35,"3"
"2469",30,35,35,"3"
"2470",29,36,35,"3"
"2471",28,37,35,"3"
"2472",27,38,35,"3"
"2473",26,39,35,"3"
"2474",25,40,35,"3"
"2475",44,20,36,"2"
"2476",43,21,36,"2"
"2477",42,22,36,"2"
"2478",41,23,36,"2"
"2479",40,24,36,"2"
"2480",39,25,36,"2"
"2481",38,26,36,"2"
"2482",37,27,36,"3"
"2483",36,28,36,"3"
"2484",35,29,36,"3"
"2485",34,30,36,"3"
"2486",33,31,36,"3"
"2487",32,32,36,"3"
"2488",31,33,36,"3"
"2489",30,34,36,"3"
"2490",29,35,36,"3"
"2491",28,36,36,"3"
"2492",27,37,36,"3"
"2493",26,38,36,"3"
"2494",25,39,36,"3"
"2495",43,20,37,"2"
"2496",42,21,37,"2"
"2497",41,22,37,"2"
"2498",40,23,37,"2"
"2499",39,24,37,"2"
"2500",38,25,37,"2"
"2501",37,26,37,"1"
"2502",36,27,37,"1"
"2503",35,28,37,"3"
"2504",34,29,37,"3"
"2505",33,30,37,"3"
"2506",32,31,37,"3"
"2507",31,32,37,"3"
"2508",30,33,37,"3"
"2509",29,34,37,"3"
"2510",28,35,37,"3"
"2511",27,36,37,"3"
"2512",26,37,37,"3"
"2513",25,38,37,"3"
"2514",42,20,38,"2"
"2515",41,21,38,"2"
"2516",40,22,38,"2"
"2517",39,23,38,"2"
"2518",38,24,38,"1"
"2519",37,25,38,"1"
"2520",36,26,38,"1"
"2521",35,27,38,"1"
"2522",34,28,38,"1"
"2523",33,29,38,"3"
"2524",32,30,38,"3"
"2525",31,31,38,"3"
"2526",30,32,38,"3"
"2527",29,33,38,"3"
"2528",28,34,38,"3"
"2529",27,35,38,"3"
"2530",26,36,38,"3"
"2531",25,37,38,"3"
"2532",41,20,39,"2"
"2533",40,21,39,"2"
"2534",39,22,39,"1"
"2535",38,23,39,"1"
"2536",37,24,39,"1"
"2537",36,25,39,"1"
"2538",35,26,39,"1"
"2539",34,27,39,"1"
"2540",33,28,39,"1"
"2541",32,29,39,"1"
"2542",31,30,39,"3"
"2543",30,31,39,"3"
"2544",29,32,39,"3"
"2545",28,33,39,"3"
"2546",27,34,39,"3"
"2547",26,35,39,"3"
"2548",25,36,39,"3"
"2549",40,20,40,"1"
"2550",39,21,40,"1"
"2551",38,22,40,"1"
"2552",37,23,40,"1"
"2553",36,24,40,"1"
"2554",35,25,40,"1"
"2555",34,26,40,"1"
"2556",33,27,40,"1"
"2557",32,28,40,"1"
"2558",31,29,40,"1"
"2559",30,30,40,"1"
"2560",29,31,40,"3"
"2561",28,32,40,"3"
"2562",27,33,40,"3"
"2563",26,34,40,"3"
"2564",25,35,40,"3"
"2565",39,20,41,"1"
"2566",38,21,41,"1"
"2567",37,22,41,"1"
"2568",36,23,41,"1"
"2569",35,24,41,"1"
"2570",34,25,41,"1"
"2571",33,26,41,"1"
"2572",32,27,41,"1"
"2573",31,28,41,"1"
"2574",30,29,41,"1"
"2575",29,30,41,"1"
"2576",28,31,41,"1"
"2577",27,32,41,"3"
"2578",26,33,41,"3"
"2579",25,34,41,"3"
"2580",38,20,42,"1"
"2581",37,21,42,"1"
"2582",36,22,42,"1"
"2583",35,23,42,"1"
"2584",34,24,42,"1"
"2585",33,25,42,"1"
"2586",32,26,42,"1"
"2587",31,27,42,"1"
"2588",30,28,42,"1"
"2589",29,29,42,"1"
"2590",28,30,42,"1"
"2591",27,31,42,"1"
"2592",26,32,42,"1"
"2593",25,33,42,"3"
"2594",37,20,43,"1"
"2595",36,21,43,"1"
"2596",35,22,43,"1"
"2597",34,23,43,"1"
"2598",33,24,43,"1"
"2599",32,25,43,"1"
"2600",31,26,43,"1"
"2601",30,27,43,"1"
"2602",29,28,43,"1"
"2603",28,29,43,"1"
"2604",27,30,43,"1"
"2605",26,31,43,"1"
"2606",25,32,43,"1"
"2607",36,20,44,"1"
"2608",35,21,44,"1"
"2609",34,22,44,"1"
"2610",33,23,44,"1"
"2611",32,24,44,"1"
"2612",31,25,44,"1"
"2613",30,26,44,"1"
"2614",29,27,44,"1"
"2615",28,28,44,"1"
"2616",27,29,44,"1"
"2617",26,30,44,"1"
"2618",25,31,44,"1"
"2619",35,20,45,"1"
"2620",34,21,45,"1"
"2621",33,22,45,"1"
"2622",32,23,45,"1"
"2623",31,24,45,"1"
"2624",30,25,45,"1"
"2625",29,26,45,"1"
"2626",28,27,45,"1"
"2627",27,28,45,"1"
"2628",26,29,45,"1"
"2629",25,30,45,"1"
"2630",34,20,46,"1"
"2631",33,21,46,"1"
"2632",32,22,46,"1"
"2633",31,23,46,"1"
"2634",30,24,46,"1"
"2635",29,25,46,"1"
"2636",28,26,46,"1"
"2637",27,27,46,"1"
"2638",26,28,46,"1"
"2639",25,29,46,"1"
"2640",33,20,47,"1"
"2641",32,21,47,"1"
"2642",31,22,47,"1"
"2643",30,23,47,"1"
"2644",29,24,47,"1"
"2645",28,25,47,"1"
"2646",27,26,47,"1"
"2647",26,27,47,"1"
"2648",25,28,47,"1"
"2649",32,20,48,"1"
"2650",31,21,48,"1"
"2651",30,22,48,"1"
"2652",29,23,48,"1"
"2653",28,24,48,"1"
"2654",27,25,48,"1"
"2655",26,26,48,"1"
"2656",25,27,48,"1"
"2657",31,20,49,"1"
"2658",30,21,49,"1"
"2659",29,22,49,"1"
"2660",28,23,49,"1"
"2661",27,24,49,"1"
"2662",26,25,49,"1"
"2663",25,26,49,"1"
"2664",30,20,50,"1"
"2665",29,21,50,"1"
"2666",28,22,50,"1"
"2667",27,23,50,"1"
"2668",26,24,50,"1"
"2669",25,25,50,"1"
"2670",29,20,51,"1"
"2671",28,21,51,"1"
"2672",27,22,51,"1"
"2673",26,23,51,"1"
"2674",25,24,51,"1"
"2675",28,20,52,"1"
"2676",27,21,52,"1"
"2677",26,22,52,"1"
"2678",25,23,52,"1"
"2679",27,20,53,"1"
"2680",26,21,53,"1"
"2681",25,22,53,"1"
"2682",26,20,54,"1"
"2683",25,21,54,"1"
"2684",25,20,55,"1"
"2685",25,20,55,"1"
"2686",26,20,54,"1"
"2687",27,20,53,"1"
"2688",28,20,52,"1"
"2689",29,20,51,"1"
"2690",30,20,50,"1"
"2691",31,20,49,"1"
"2692",32,20,48,"1"
"2693",33,20,47,"1"
"2694",34,20,46,"1"
"2695",35,20,45,"1"
"2696",36,20,44,"1"
"2697",37,20,43,"1"
"2698",38,20,42,"1"
"2699",39,20,41,"1"
"2700",40,20,40,"1"
"2701",41,20,39,"2"
"2702",42,20,38,"2"
"2703",43,20,37,"2"
"2704",44,20,36,"2"
"2705",45,20,35,"2"
"2706",46,20,34,"2"
"2707",47,20,33,"2"
"2708",48,20,32,"2"
"2709",49,20,31,"2"
"2710",50,20,30,"2"
"2711",51,20,29,"2"
"2712",52,20,28,"2"
"2713",53,20,27,"2"
"2714",54,20,26,"2"
"2715",55,20,25,"2"
"2716",25,21,54,"1"
"2717",26,21,53,"1"
"2718",27,21,52,"1"
"2719",28,21,51,"1"
"2720",29,21,50,"1"
"2721",30,21,49,"1"
"2722",31,21,48,"1"
"2723",32,21,47,"1"
"2724",33,21,46,"1"
"2725",34,21,45,"1"
"2726",35,21,44,"1"
"2727",36,21,43,"1"
"2728",37,21,42,"1"
"2729",38,21,41,"1"
"2730",39,21,40,"1"
"2731",40,21,39,"2"
"2732",41,21,38,"2"
"2733",42,21,37,"2"
"2734",43,21,36,"2"
"2735",44,21,35,"2"
"2736",45,21,34,"2"
"2737",46,21,33,"2"
"2738",47,21,32,"2"
"2739",48,21,31,"2"
"2740",49,21,30,"2"
"2741",50,21,29,"2"
"2742",51,21,28,"2"
"2743",52,21,27,"2"
"2744",53,21,26,"2"
"2745",54,21,25,"2"
"2746",25,22,53,"1"
"2747",26,22,52,"1"
"2748",27,22,51,"1"
"2749",28,22,50,"1"
"2750",29,22,49,"1"
"2751",30,22,48,"1"
"2752",31,22,47,"1"
"2753",32,22,46,"1"
"2754",33,22,45,"1"
"2755",34,22,44,"1"
"2756",35,22,43,"1"
"2757",36,22,42,"1"
"2758",37,22,41,"1"
"2759",38,22,40,"1"
"2760",39,22,39,"1"
"2761",40,22,38,"2"
"2762",41,22,37,"2"
"2763",42,22,36,"2"
"2764",43,22,35,"2"
"2765",44,22,34,"2"
"2766",45,22,33,"2"
"2767",46,22,32,"2"
"2768",47,22,31,"2"
"2769",48,22,30,"2"
"2770",49,22,29,"2"
"2771",50,22,28,"2"
"2772",51,22,27,"2"
"2773",52,22,26,"2"
"2774",53,22,25,"2"
"2775",25,23,52,"1"
"2776",26,23,51,"1"
"2777",27,23,50,"1"
"2778",28,23,49,"1"
"2779",29,23,48,"1"
"2780",30,23,47,"1"
"2781",31,23,46,"1"
"2782",32,23,45,"1"
"2783",33,23,44,"1"
"2784",34,23,43,"1"
"2785",35,23,42,"1"
"2786",36,23,41,"1"
"2787",37,23,40,"1"
"2788",38,23,39,"1"
"2789",39,23,38,"2"
"2790",40,23,37,"2"
"2791",41,23,36,"2"
"2792",42,23,35,"2"
"2793",43,23,34,"2"
"2794",44,23,33,"2"
"2795",45,23,32,"2"
"2796",46,23,31,"2"
"2797",47,23,30,"2"
"2798",48,23,29,"2"
"2799",49,23,28,"2"
"2800",50,23,27,"2"
"2801",51,23,26,"2"
"2802",52,23,25,"2"
"2803",25,24,51,"1"
"2804",26,24,50,"1"
"2805",27,24,49,"1"
"2806",28,24,48,"1"
"2807",29,24,47,"1"
"2808",30,24,46,"1"
"2809",31,24,45,"1"
"2810",32,24,44,"1"
"2811",33,24,43,"1"
"2812",34,24,42,"1"
"2813",35,24,41,"1"
"2814",36,24,40,"1"
"2815",37,24,39,"1"
"2816",38,24,38,"1"
"2817",39,24,37,"2"
"2818",40,24,36,"2"
"2819",41,24,35,"2"
"2820",42,24,34,"2"
"2821",43,24,33,"2"
"2822",44,24,32,"2"
"2823",45,24,31,"2"
"2824",46,24,30,"2"
"2825",47,24,29,"2"
"2826",48,24,28,"2"
"2827",49,24,27,"2"
"2828",50,24,26,"2"
"2829",51,24,25,"2"
"2830",25,25,50,"1"
"2831",26,25,49,"1"
"2832",27,25,48,"1"
"2833",28,25,47,"1"
"2834",29,25,46,"1"
"2835",30,25,45,"1"
"2836",31,25,44,"1"
"2837",32,25,43,"1"
"2838",33,25,42,"1"
"2839",34,25,41,"1"
"2840",35,25,40,"1"
"2841",36,25,39,"1"
"2842",37,25,38,"1"
"2843",38,25,37,"2"
"2844",39,25,36,"2"
"2845",40,25,35,"2"
"2846",41,25,34,"2"
"2847",42,25,33,"2"
"2848",43,25,32,"2"
"2849",44,25,31,"2"
"2850",45,25,30,"2"
"2851",46,25,29,"2"
"2852",47,25,28,"2"
"2853",48,25,27,"2"
"2854",49,25,26,"2"
"2855",50,25,25,"2"
"2856",25,26,49,"1"
"2857",26,26,48,"1"
"2858",27,26,47,"1"
"2859",28,26,46,"1"
"2860",29,26,45,"1"
"2861",30,26,44,"1"
"2862",31,26,43,"1"
"2863",32,26,42,"1"
"2864",33,26,41,"1"
"2865",34,26,40,"1"
"2866",35,26,39,"1"
"2867",36,26,38,"1"
"2868",37,26,37,"1"
"2869",38,26,36,"2"
"2870",39,26,35,"2"
"2871",40,26,34,"2"
"2872",41,26,33,"2"
"2873",42,26,32,"2"
"2874",43,26,31,"2"
"2875",44,26,30,"2"
"2876",45,26,29,"2"
"2877",46,26,28,"2"
"2878",47,26,27,"2"
"2879",48,26,26,"2"
"2880",49,26,25,"2"
"2881",25,27,48,"1"
"2882",26,27,47,"1"
"2883",27,27,46,"1"
"2884",28,27,45,"1"
"2885",29,27,44,"1"
"2886",30,27,43,"1"
"2887",31,27,42,"1"
"2888",32,27,41,"1"
"2889",33,27,40,"1"
"2890",34,27,39,"1"
"2891",35,27,38,"1"
"2892",36,27,37,"1"
"2893",37,27,36,"3"
"2894",38,27,35,"2"
"2895",39,27,34,"2"
"2896",40,27,33,"2"
"2897",41,27,32,"2"
"2898",42,27,31,"2"
"2899",43,27,30,"2"
"2900",44,27,29,"2"
"2901",45,27,28,"2"
"2902",46,27,27,"2"
"2903",47,27,26,"2"
"2904",48,27,25,"2"
"2905",25,28,47,"1"
"2906",26,28,46,"1"
"2907",27,28,45,"1"
"2908",28,28,44,"1"
"2909",29,28,43,"1"
"2910",30,28,42,"1"
"2911",31,28,41,"1"
"2912",32,28,40,"1"
"2913",33,28,39,"1"
"2914",34,28,38,"1"
"2915",35,28,37,"3"
"2916",36,28,36,"3"
"2917",37,28,35,"3"
"2918",38,28,34,"3"
"2919",39,28,33,"2"
"2920",40,28,32,"2"
"2921",41,28,31,"2"
"2922",42,28,30,"2"
"2923",43,28,29,"2"
"2924",44,28,28,"2"
"2925",45,28,27,"2"
"2926",46,28,26,"2"
"2927",47,28,25,"2"
"2928",25,29,46,"1"
"2929",26,29,45,"1"
"2930",27,29,44,"1"
"2931",28,29,43,"1"
"2932",29,29,42,"1"
"2933",30,29,41,"1"
"2934",31,29,40,"1"
"2935",32,29,39,"1"
"2936",33,29,38,"3"
"2937",34,29,37,"3"
"2938",35,29,36,"3"
"2939",36,29,35,"3"
"2940",37,29,34,"3"
"2941",38,29,33,"3"
"2942",39,29,32,"3"
"2943",40,29,31,"2"
"2944",41,29,30,"2"
"2945",42,29,29,"2"
"2946",43,29,28,"2"
"2947",44,29,27,"2"
"2948",45,29,26,"2"
"2949",46,29,25,"2"
"2950",25,30,45,"1"
"2951",26,30,44,"1"
"2952",27,30,43,"1"
"2953",28,30,42,"1"
"2954",29,30,41,"1"
"2955",30,30,40,"1"
"2956",31,30,39,"3"
"2957",32,30,38,"3"
"2958",33,30,37,"3"
"2959",34,30,36,"3"
"2960",35,30,35,"3"
"2961",36,30,34,"3"
"2962",37,30,33,"3"
"2963",38,30,32,"3"
"2964",39,30,31,"3"
"2965",40,30,30,"3"
"2966",41,30,29,"2"
"2967",42,30,28,"2"
"2968",43,30,27,"2"
"2969",44,30,26,"2"
"2970",45,30,25,"2"
"2971",25,31,44,"1"
"2972",26,31,43,"1"
"2973",27,31,42,"1"
"2974",28,31,41,"1"
"2975",29,31,40,"3"
"2976",30,31,39,"3"
"2977",31,31,38,"3"
"2978",32,31,37,"3"
"2979",33,31,36,"3"
"2980",34,31,35,"3"
"2981",35,31,34,"3"
"2982",36,31,33,"3"
"2983",37,31,32,"3"
"2984",38,31,31,"3"
"2985",39,31,30,"3"
"2986",40,31,29,"3"
"2987",41,31,28,"3"
"2988",42,31,27,"2"
"2989",43,31,26,"2"
"2990",44,31,25,"2"
"2991",25,32,43,"1"
"2992",26,32,42,"1"
"2993",27,32,41,"3"
"2994",28,32,40,"3"
"2995",29,32,39,"3"
"2996",30,32,38,"3"
"2997",31,32,37,"3"
"2998",32,32,36,"3"
"2999",33,32,35,"3"
"3000",34,32,34,"3"
"3001",35,32,33,"3"
"3002",36,32,32,"3"
"3003",37,32,31,"3"
"3004",38,32,30,"3"
"3005",39,32,29,"3"
"3006",40,32,28,"3"
"3007",41,32,27,"3"
"3008",42,32,26,"3"
"3009",43,32,25,"2"
"3010",25,33,42,"3"
"3011",26,33,41,"3"
"3012",27,33,40,"3"
"3013",28,33,39,"3"
"3014",29,33,38,"3"
"3015",30,33,37,"3"
"3016",31,33,36,"3"
"3017",32,33,35,"3"
"3018",33,33,34,"3"
"3019",34,33,33,"3"
"3020",35,33,32,"3"
"3021",36,33,31,"3"
"3022",37,33,30,"3"
"3023",38,33,29,"3"
"3024",39,33,28,"3"
"3025",40,33,27,"3"
"3026",41,33,26,"3"
"3027",42,33,25,"3"
"3028",25,34,41,"3"
"3029",26,34,40,"3"
"3030",27,34,39,"3"
"3031",28,34,38,"3"
"3032",29,34,37,"3"
"3033",30,34,36,"3"
"3034",31,34,35,"3"
"3035",32,34,34,"3"
"3036",33,34,33,"3"
"3037",34,34,32,"3"
"3038",35,34,31,"3"
"3039",36,34,30,"3"
"3040",37,34,29,"3"
"3041",38,34,28,"3"
"3042",39,34,27,"3"
"3043",40,34,26,"3"
"3044",41,34,25,"3"
"3045",25,35,40,"3"
"3046",26,35,39,"3"
"3047",27,35,38,"3"
"3048",28,35,37,"3"
"3049",29,35,36,"3"
"3050",30,35,35,"3"
"3051",31,35,34,"3"
"3052",32,35,33,"3"
"3053",33,35,32,"3"
"3054",34,35,31,"3"
"3055",35,35,30,"3"
"3056",36,35,29,"3"
"3057",37,35,28,"3"
"3058",38,35,27,"3"
"3059",39,35,26,"3"
"3060",40,35,25,"3"
