"","V1","V2","V3","cluster"
"1065",36,24,40,"1"
"1066",35,25,40,"1"
"1067",34,26,40,"1"
"1068",33,27,40,"1"
"1069",32,28,40,"1"
"1070",31,29,40,"1"
"1071",30,30,40,"1"
"1072",29,31,40,"3"
"1073",28,32,40,"3"
"1074",27,33,40,"3"
"1075",26,34,40,"3"
"1076",25,35,40,"3"
"1077",39,20,41,"1"
"1078",38,21,41,"1"
"1079",37,22,41,"1"
"1080",36,23,41,"1"
"1081",35,24,41,"1"
"1082",34,25,41,"1"
"1083",33,26,41,"1"
"1084",32,27,41,"1"
"1085",31,28,41,"1"
"1086",30,29,41,"1"
"1087",29,30,41,"1"
"1088",28,31,41,"1"
"1089",27,32,41,"3"
"1090",26,33,41,"3"
"1091",25,34,41,"3"
"1092",38,20,42,"1"
"1093",37,21,42,"1"
"1094",36,22,42,"1"
"1095",35,23,42,"1"
"1096",34,24,42,"1"
"1097",33,25,42,"1"
"1098",32,26,42,"1"
"1099",31,27,42,"1"
"1100",30,28,42,"1"
"1101",29,29,42,"1"
"1102",28,30,42,"1"
"1103",27,31,42,"1"
"1104",26,32,42,"1"
"1105",25,33,42,"3"
"1106",37,20,43,"1"
"1107",36,21,43,"1"
"1108",35,22,43,"1"
"1109",34,23,43,"1"
"1110",33,24,43,"1"
"1111",32,25,43,"1"
"1112",31,26,43,"1"
"1113",30,27,43,"1"
"1114",29,28,43,"1"
"1115",28,29,43,"1"
"1116",27,30,43,"1"
"1117",26,31,43,"1"
"1118",25,32,43,"1"
"1119",36,20,44,"1"
"1120",35,21,44,"1"
"1121",34,22,44,"1"
"1122",33,23,44,"1"
"1123",32,24,44,"1"
"1124",31,25,44,"1"
"1125",30,26,44,"1"
"1126",29,27,44,"1"
"1127",28,28,44,"1"
"1128",27,29,44,"1"
"1129",26,30,44,"1"
"1130",25,31,44,"1"
"1131",35,20,45,"1"
"1132",34,21,45,"1"
"1133",33,22,45,"1"
"1134",32,23,45,"1"
"1135",31,24,45,"1"
"1136",30,25,45,"1"
"1137",29,26,45,"1"
"1138",28,27,45,"1"
"1139",27,28,45,"1"
"1140",26,29,45,"1"
"1141",25,30,45,"1"
"1142",34,20,46,"1"
"1143",33,21,46,"1"
"1144",32,22,46,"1"
"1145",31,23,46,"1"
"1146",30,24,46,"1"
"1147",29,25,46,"1"
"1148",28,26,46,"1"
"1149",27,27,46,"1"
"1150",26,28,46,"1"
"1151",25,29,46,"1"
"1152",33,20,47,"1"
"1153",32,21,47,"1"
"1154",31,22,47,"1"
"1155",30,23,47,"1"
"1156",29,24,47,"1"
"1157",28,25,47,"1"
"1158",27,26,47,"1"
"1159",26,27,47,"1"
"1160",25,28,47,"1"
"1161",32,20,48,"1"
"1162",31,21,48,"1"
"1163",30,22,48,"1"
"1164",29,23,48,"1"
"1165",28,24,48,"1"
"1166",27,25,48,"1"
"1167",26,26,48,"1"
"1168",25,27,48,"1"
"1169",31,20,49,"1"
"1170",30,21,49,"1"
"1171",29,22,49,"1"
"1172",28,23,49,"1"
"1173",27,24,49,"1"
"1174",26,25,49,"1"
"1175",25,26,49,"1"
"1176",30,20,50,"1"
"1177",29,21,50,"1"
"1178",28,22,50,"1"
"1179",27,23,50,"1"
"1180",26,24,50,"1"
"1181",25,25,50,"1"
"1182",29,20,51,"1"
"1183",28,21,51,"1"
"1184",27,22,51,"1"
"1185",26,23,51,"1"
"1186",25,24,51,"1"
"1187",28,20,52,"1"
"1188",27,21,52,"1"
"1189",26,22,52,"1"
"1190",25,23,52,"1"
"1191",27,20,53,"1"
"1192",26,21,53,"1"
"1193",25,22,53,"1"
"1194",26,20,54,"1"
"1195",25,21,54,"1"
"1196",25,20,55,"1"
"1197",55,20,25,"2"
"1198",54,20,26,"2"
"1199",53,20,27,"2"
"1200",52,20,28,"2"
"1201",51,20,29,"2"
"1202",50,20,30,"2"
"1203",49,20,31,"2"
"1204",48,20,32,"2"
"1205",47,20,33,"2"
"1206",46,20,34,"2"
"1207",45,20,35,"2"
"1208",44,20,36,"2"
"1209",43,20,37,"2"
"1210",42,20,38,"2"
"1211",41,20,39,"2"
"1212",40,20,40,"1"
"1213",39,20,41,"1"
"1214",38,20,42,"1"
"1215",37,20,43,"1"
"1216",36,20,44,"1"
"1217",35,20,45,"1"
"1218",34,20,46,"1"
"1219",33,20,47,"1"
"1220",32,20,48,"1"
"1221",31,20,49,"1"
"1222",30,20,50,"1"
"1223",29,20,51,"1"
"1224",28,20,52,"1"
"1225",27,20,53,"1"
"1226",26,20,54,"1"
"1227",25,20,55,"1"
"1228",54,21,25,"2"
"1229",53,21,26,"2"
"1230",52,21,27,"2"
"1231",51,21,28,"2"
"1232",50,21,29,"2"
"1233",49,21,30,"2"
"1234",48,21,31,"2"
"1235",47,21,32,"2"
"1236",46,21,33,"2"
"1237",45,21,34,"2"
"1238",44,21,35,"2"
"1239",43,21,36,"2"
"1240",42,21,37,"2"
"1241",41,21,38,"2"
"1242",40,21,39,"2"
"1243",39,21,40,"1"
"1244",38,21,41,"1"
"1245",37,21,42,"1"
"1246",36,21,43,"1"
"1247",35,21,44,"1"
"1248",34,21,45,"1"
"1249",33,21,46,"1"
"1250",32,21,47,"1"
"1251",31,21,48,"1"
"1252",30,21,49,"1"
"1253",29,21,50,"1"
"1254",28,21,51,"1"
"1255",27,21,52,"1"
"1256",26,21,53,"1"
"1257",25,21,54,"1"
"1258",53,22,25,"2"
"1259",52,22,26,"2"
"1260",51,22,27,"2"
"1261",50,22,28,"2"
"1262",49,22,29,"2"
"1263",48,22,30,"2"
"1264",47,22,31,"2"
"1265",46,22,32,"2"
"1266",45,22,33,"2"
"1267",44,22,34,"2"
"1268",43,22,35,"2"
"1269",42,22,36,"2"
"1270",41,22,37,"2"
"1271",40,22,38,"2"
"1272",39,22,39,"1"
"1273",38,22,40,"1"
"1274",37,22,41,"1"
"1275",36,22,42,"1"
"1276",35,22,43,"1"
"1277",34,22,44,"1"
"1278",33,22,45,"1"
"1279",32,22,46,"1"
"1280",31,22,47,"1"
"1281",30,22,48,"1"
"1282",29,22,49,"1"
"1283",28,22,50,"1"
"1284",27,22,51,"1"
"1285",26,22,52,"1"
"1286",25,22,53,"1"
"1287",52,23,25,"2"
"1288",51,23,26,"2"
"1289",50,23,27,"2"
"1290",49,23,28,"2"
"1291",48,23,29,"2"
"1292",47,23,30,"2"
"1293",46,23,31,"2"
"1294",45,23,32,"2"
"1295",44,23,33,"2"
"1296",43,23,34,"2"
"1297",42,23,35,"2"
"1298",41,23,36,"2"
"1299",40,23,37,"2"
"1300",39,23,38,"2"
"1301",38,23,39,"1"
"1302",37,23,40,"1"
"1303",36,23,41,"1"
"1304",35,23,42,"1"
"1305",34,23,43,"1"
"1306",33,23,44,"1"
"1307",32,23,45,"1"
"1308",31,23,46,"1"
"1309",30,23,47,"1"
"1310",29,23,48,"1"
"1311",28,23,49,"1"
"1312",27,23,50,"1"
"1313",26,23,51,"1"
"1314",25,23,52,"1"
"1315",51,24,25,"2"
"1316",50,24,26,"2"
"1317",49,24,27,"2"
"1318",48,24,28,"2"
"1319",47,24,29,"2"
"1320",46,24,30,"2"
"1321",45,24,31,"2"
"1322",44,24,32,"2"
"1323",43,24,33,"2"
"1324",42,24,34,"2"
"1325",41,24,35,"2"
"1326",40,24,36,"2"
"1327",39,24,37,"2"
"1328",38,24,38,"1"
"1329",37,24,39,"1"
"1330",36,24,40,"1"
"1331",35,24,41,"1"
"1332",34,24,42,"1"
"1333",33,24,43,"1"
"1334",32,24,44,"1"
"1335",31,24,45,"1"
"1336",30,24,46,"1"
"1337",29,24,47,"1"
"1338",28,24,48,"1"
"1339",27,24,49,"1"
"1340",26,24,50,"1"
"1341",25,24,51,"1"
"1342",50,25,25,"2"
"1343",49,25,26,"2"
"1344",48,25,27,"2"
"1345",47,25,28,"2"
"1346",46,25,29,"2"
"1347",45,25,30,"2"
"1348",44,25,31,"2"
"1349",43,25,32,"2"
"1350",42,25,33,"2"
"1351",41,25,34,"2"
"1352",40,25,35,"2"
"1353",39,25,36,"2"
"1354",38,25,37,"2"
"1355",37,25,38,"1"
"1356",36,25,39,"1"
"1357",35,25,40,"1"
"1358",34,25,41,"1"
"1359",33,25,42,"1"
"1360",32,25,43,"1"
"1361",31,25,44,"1"
"1362",30,25,45,"1"
"1363",29,25,46,"1"
"1364",28,25,47,"1"
"1365",27,25,48,"1"
"1366",26,25,49,"1"
"1367",25,25,50,"1"
"1368",49,26,25,"2"
"1369",48,26,26,"2"
"1370",47,26,27,"2"
"1371",46,26,28,"2"
"1372",45,26,29,"2"
"1373",44,26,30,"2"
"1374",43,26,31,"2"
"1375",42,26,32,"2"
"1376",41,26,33,"2"
"1377",40,26,34,"2"
"1378",39,26,35,"2"
"1379",38,26,36,"2"
"1380",37,26,37,"1"
"1381",36,26,38,"1"
"1382",35,26,39,"1"
"1383",34,26,40,"1"
"1384",33,26,41,"1"
"1385",32,26,42,"1"
"1386",31,26,43,"1"
"1387",30,26,44,"1"
"1388",29,26,45,"1"
"1389",28,26,46,"1"
"1390",27,26,47,"1"
"1391",26,26,48,"1"
"1392",25,26,49,"1"
"1393",48,27,25,"2"
"1394",47,27,26,"2"
"1395",46,27,27,"2"
"1396",45,27,28,"2"
"1397",44,27,29,"2"
"1398",43,27,30,"2"
"1399",42,27,31,"2"
"1400",41,27,32,"2"
"1401",40,27,33,"2"
"1402",39,27,34,"2"
"1403",38,27,35,"2"
"1404",37,27,36,"3"
"1405",36,27,37,"1"
"1406",35,27,38,"1"
"1407",34,27,39,"1"
"1408",33,27,40,"1"
"1409",32,27,41,"1"
"1410",31,27,42,"1"
"1411",30,27,43,"1"
"1412",29,27,44,"1"
"1413",28,27,45,"1"
"1414",27,27,46,"1"
"1415",26,27,47,"1"
"1416",25,27,48,"1"
"1417",47,28,25,"2"
"1418",46,28,26,"2"
"1419",45,28,27,"2"
"1420",44,28,28,"2"
"1421",43,28,29,"2"
"1422",42,28,30,"2"
"1423",41,28,31,"2"
"1424",40,28,32,"2"
"1425",39,28,33,"2"
"1426",38,28,34,"3"
"1427",37,28,35,"3"
"1428",36,28,36,"3"
"1429",35,28,37,"3"
"1430",34,28,38,"1"
"1431",33,28,39,"1"
"1432",32,28,40,"1"
"1433",31,28,41,"1"
"1434",30,28,42,"1"
"1435",29,28,43,"1"
"1436",28,28,44,"1"
"1437",27,28,45,"1"
"1438",26,28,46,"1"
"1439",25,28,47,"1"
"1440",46,29,25,"2"
"1441",45,29,26,"2"
"1442",44,29,27,"2"
"1443",43,29,28,"2"
"1444",42,29,29,"2"
"1445",41,29,30,"2"
"1446",40,29,31,"2"
"1447",39,29,32,"3"
"1448",38,29,33,"3"
"1449",37,29,34,"3"
"1450",36,29,35,"3"
"1451",35,29,36,"3"
"1452",34,29,37,"3"
"1453",33,29,38,"3"
"1454",32,29,39,"1"
"1455",31,29,40,"1"
"1456",30,29,41,"1"
"1457",29,29,42,"1"
"1458",28,29,43,"1"
"1459",27,29,44,"1"
"1460",26,29,45,"1"
"1461",25,29,46,"1"
"1462",45,30,25,"2"
"1463",44,30,26,"2"
"1464",43,30,27,"2"
"1465",42,30,28,"2"
"1466",41,30,29,"2"
"1467",40,30,30,"3"
"1468",39,30,31,"3"
"1469",38,30,32,"3"
"1470",37,30,33,"3"
"1471",36,30,34,"3"
"1472",35,30,35,"3"
"1473",34,30,36,"3"
"1474",33,30,37,"3"
"1475",32,30,38,"3"
"1476",31,30,39,"3"
"1477",30,30,40,"1"
"1478",29,30,41,"1"
"1479",28,30,42,"1"
"1480",27,30,43,"1"
"1481",26,30,44,"1"
"1482",25,30,45,"1"
"1483",44,31,25,"2"
"1484",43,31,26,"2"
"1485",42,31,27,"2"
"1486",41,31,28,"3"
"1487",40,31,29,"3"
"1488",39,31,30,"3"
"1489",38,31,31,"3"
"1490",37,31,32,"3"
"1491",36,31,33,"3"
"1492",35,31,34,"3"
"1493",34,31,35,"3"
"1494",33,31,36,"3"
"1495",32,31,37,"3"
"1496",31,31,38,"3"
"1497",30,31,39,"3"
"1498",29,31,40,"3"
"1499",28,31,41,"1"
"1500",27,31,42,"1"
"1501",26,31,43,"1"
"1502",25,31,44,"1"
"1503",43,32,25,"2"
"1504",42,32,26,"3"
"1505",41,32,27,"3"
"1506",40,32,28,"3"
"1507",39,32,29,"3"
"1508",38,32,30,"3"
"1509",37,32,31,"3"
"1510",36,32,32,"3"
"1511",35,32,33,"3"
"1512",34,32,34,"3"
"1513",33,32,35,"3"
"1514",32,32,36,"3"
"1515",31,32,37,"3"
"1516",30,32,38,"3"
"1517",29,32,39,"3"
"1518",28,32,40,"3"
"1519",27,32,41,"3"
"1520",26,32,42,"1"
"1521",25,32,43,"1"
"1522",42,33,25,"3"
"1523",41,33,26,"3"
"1524",40,33,27,"3"
"1525",39,33,28,"3"
"1526",38,33,29,"3"
"1527",37,33,30,"3"
"1528",36,33,31,"3"
"1529",35,33,32,"3"
"1530",34,33,33,"3"
"1531",33,33,34,"3"
"1532",32,33,35,"3"
"1533",31,33,36,"3"
"1534",30,33,37,"3"
"1535",29,33,38,"3"
"1536",28,33,39,"3"
"1537",27,33,40,"3"
"1538",26,33,41,"3"
"1539",25,33,42,"3"
"1540",41,34,25,"3"
"1541",40,34,26,"3"
"1542",39,34,27,"3"
"1543",38,34,28,"3"
"1544",37,34,29,"3"
"1545",36,34,30,"3"
"1546",35,34,31,"3"
"1547",34,34,32,"3"
"1548",33,34,33,"3"
"1549",32,34,34,"3"
"1550",31,34,35,"3"
"1551",30,34,36,"3"
"1552",29,34,37,"3"
"1553",28,34,38,"3"
"1554",27,34,39,"3"
"1555",26,34,40,"3"
"1556",25,34,41,"3"
"1557",40,35,25,"3"
"1558",39,35,26,"3"
"1559",38,35,27,"3"
"1560",37,35,28,"3"
"1561",36,35,29,"3"
"1562",35,35,30,"3"
"1563",34,35,31,"3"
"1564",33,35,32,"3"
"1565",32,35,33,"3"
"1566",31,35,34,"3"
"1567",30,35,35,"3"
"1568",29,35,36,"3"
"1569",28,35,37,"3"
"1570",27,35,38,"3"
"1571",26,35,39,"3"
"1572",25,35,40,"3"
"1573",39,36,25,"3"
"1574",38,36,26,"3"
"1575",37,36,27,"3"
"1576",36,36,28,"3"
"1577",35,36,29,"3"
"1578",34,36,30,"3"
"1579",33,36,31,"3"
"1580",32,36,32,"3"
"1581",31,36,33,"3"
"1582",30,36,34,"3"
"1583",29,36,35,"3"
"1584",28,36,36,"3"
"1585",27,36,37,"3"
"1586",26,36,38,"3"
"1587",25,36,39,"3"
"1588",38,37,25,"3"
"1589",37,37,26,"3"
"1590",36,37,27,"3"
"1591",35,37,28,"3"
"1592",34,37,29,"3"
"1593",33,37,30,"3"
"1594",32,37,31,"3"
"1595",31,37,32,"3"
"1596",30,37,33,"3"
"1597",29,37,34,"3"
"1598",28,37,35,"3"
"1599",27,37,36,"3"
"1600",26,37,37,"3"
"1601",25,37,38,"3"
"1602",37,38,25,"3"
"1603",36,38,26,"3"
"1604",35,38,27,"3"
"1605",34,38,28,"3"
"1606",33,38,29,"3"
"1607",32,38,30,"3"
"1608",31,38,31,"3"
"1609",30,38,32,"3"
"1610",29,38,33,"3"
"1611",28,38,34,"3"
"1612",27,38,35,"3"
"1613",26,38,36,"3"
"1614",25,38,37,"3"
"1615",36,39,25,"3"
"1616",35,39,26,"3"
"1617",34,39,27,"3"
"1618",33,39,28,"3"
"1619",32,39,29,"3"
"1620",31,39,30,"3"
"1621",30,39,31,"3"
"1622",29,39,32,"3"
"1623",28,39,33,"3"
"1624",27,39,34,"3"
"1625",26,39,35,"3"
"1626",25,39,36,"3"
"1627",35,40,25,"3"
"1628",34,40,26,"3"
"1629",33,40,27,"3"
"1630",32,40,28,"3"
"1631",31,40,29,"3"
"1632",30,40,30,"3"
"1633",29,40,31,"3"
"1634",28,40,32,"3"
"1635",27,40,33,"3"
"1636",26,40,34,"3"
"1637",25,40,35,"3"
"1638",34,41,25,"3"
"1639",33,41,26,"3"
"1640",32,41,27,"3"
"1641",31,41,28,"3"
"1642",30,41,29,"3"
"1643",29,41,30,"3"
"1644",28,41,31,"3"
"1645",27,41,32,"3"
"1646",26,41,33,"3"
"1647",25,41,34,"3"
"1648",33,42,25,"3"
"1649",32,42,26,"3"
"1650",31,42,27,"3"
"1651",30,42,28,"3"
"1652",29,42,29,"3"
"1653",28,42,30,"3"
"1654",27,42,31,"3"
"1655",26,42,32,"3"
"1656",25,42,33,"3"
"1657",32,43,25,"3"
"1658",31,43,26,"3"
"1659",30,43,27,"3"
"1660",29,43,28,"3"
"1661",28,43,29,"3"
"1662",27,43,30,"3"
"1663",26,43,31,"3"
"1664",25,43,32,"3"
"1665",31,44,25,"3"
"1666",30,44,26,"3"
"1667",29,44,27,"3"
"1668",28,44,28,"3"
"1669",27,44,29,"3"
"1670",26,44,30,"3"
"1671",25,44,31,"3"
"1672",30,45,25,"3"
"1673",29,45,26,"3"
"1674",28,45,27,"3"
"1675",27,45,28,"3"
"1676",26,45,29,"3"
"1677",25,45,30,"3"
"1678",29,46,25,"3"
"1679",28,46,26,"3"
"1680",27,46,27,"3"
"1681",26,46,28,"3"
"1682",25,46,29,"3"
"1683",28,47,25,"3"
"1684",27,47,26,"3"
"1685",26,47,27,"3"
"1686",25,47,28,"3"
"1687",27,48,25,"3"
"1688",26,48,26,"3"
"1689",25,48,27,"3"
"1690",26,49,25,"3"
"1691",25,49,26,"3"
"1692",25,50,25,"3"
"1693",25,50,25,"3"
"1694",25,49,26,"3"
"1695",25,48,27,"3"
"1696",25,47,28,"3"
"1697",25,46,29,"3"
"1698",25,45,30,"3"
"1699",25,44,31,"3"
"1700",25,43,32,"3"
"1701",25,42,33,"3"
"1702",25,41,34,"3"
"1703",25,40,35,"3"
"1704",25,39,36,"3"
"1705",25,38,37,"3"
"1706",25,37,38,"3"
"1707",25,36,39,"3"
"1708",25,35,40,"3"
"1709",25,34,41,"3"
"1710",25,33,42,"3"
"1711",25,32,43,"1"
"1712",25,31,44,"1"
"1713",25,30,45,"1"
"1714",25,29,46,"1"
"1715",25,28,47,"1"
"1716",25,27,48,"1"
"1717",25,26,49,"1"
"1718",25,25,50,"1"
"1719",25,24,51,"1"
"1720",25,23,52,"1"
"1721",25,22,53,"1"
"1722",25,21,54,"1"
"1723",25,20,55,"1"
"1724",26,49,25,"3"
"1725",26,48,26,"3"
"1726",26,47,27,"3"
"1727",26,46,28,"3"
"1728",26,45,29,"3"
"1729",26,44,30,"3"
"1730",26,43,31,"3"
"1731",26,42,32,"3"
"1732",26,41,33,"3"
"1733",26,40,34,"3"
"1734",26,39,35,"3"
"1735",26,38,36,"3"
"1736",26,37,37,"3"
"1737",26,36,38,"3"
"1738",26,35,39,"3"
"1739",26,34,40,"3"
"1740",26,33,41,"3"
"1741",26,32,42,"1"
"1742",26,31,43,"1"
"1743",26,30,44,"1"
"1744",26,29,45,"1"
"1745",26,28,46,"1"
"1746",26,27,47,"1"
"1747",26,26,48,"1"
"1748",26,25,49,"1"
"1749",26,24,50,"1"
"1750",26,23,51,"1"
"1751",26,22,52,"1"
"1752",26,21,53,"1"
"1753",26,20,54,"1"
"1754",27,48,25,"3"
"1755",27,47,26,"3"
"1756",27,46,27,"3"
"1757",27,45,28,"3"
"1758",27,44,29,"3"
"1759",27,43,30,"3"
"1760",27,42,31,"3"
"1761",27,41,32,"3"
"1762",27,40,33,"3"
"1763",27,39,34,"3"
"1764",27,38,35,"3"
"1765",27,37,36,"3"
"1766",27,36,37,"3"
"1767",27,35,38,"3"
"1768",27,34,39,"3"
"1769",27,33,40,"3"
"1770",27,32,41,"3"
"1771",27,31,42,"1"
"1772",27,30,43,"1"
"1773",27,29,44,"1"
"1774",27,28,45,"1"
"1775",27,27,46,"1"
"1776",27,26,47,"1"
"1777",27,25,48,"1"
"1778",27,24,49,"1"
"1779",27,23,50,"1"
"1780",27,22,51,"1"
"1781",27,21,52,"1"
"1782",27,20,53,"1"
"1783",28,47,25,"3"
"1784",28,46,26,"3"
"1785",28,45,27,"3"
"1786",28,44,28,"3"
"1787",28,43,29,"3"
"1788",28,42,30,"3"
"1789",28,41,31,"3"
"1790",28,40,32,"3"
"1791",28,39,33,"3"
"1792",28,38,34,"3"
"1793",28,37,35,"3"
"1794",28,36,36,"3"
"1795",28,35,37,"3"
"1796",28,34,38,"3"
"1797",28,33,39,"3"
"1798",28,32,40,"3"
"1799",28,31,41,"1"
"1800",28,30,42,"1"
"1801",28,29,43,"1"
"1802",28,28,44,"1"
"1803",28,27,45,"1"
"1804",28,26,46,"1"
"1805",28,25,47,"1"
"1806",28,24,48,"1"
"1807",28,23,49,"1"
"1808",28,22,50,"1"
"1809",28,21,51,"1"
"1810",28,20,52,"1"
"1811",29,46,25,"3"
"1812",29,45,26,"3"
"1813",29,44,27,"3"
"1814",29,43,28,"3"
"1815",29,42,29,"3"
"1816",29,41,30,"3"
"1817",29,40,31,"3"
"1818",29,39,32,"3"
"1819",29,38,33,"3"
"1820",29,37,34,"3"
"1821",29,36,35,"3"
"1822",29,35,36,"3"
"1823",29,34,37,"3"
"1824",29,33,38,"3"
"1825",29,32,39,"3"
"1826",29,31,40,"3"
"1827",29,30,41,"1"
"1828",29,29,42,"1"
"1829",29,28,43,"1"
"1830",29,27,44,"1"
"1831",29,26,45,"1"
"1832",29,25,46,"1"
"1833",29,24,47,"1"
"1834",29,23,48,"1"
"1835",29,22,49,"1"
"1836",29,21,50,"1"
"1837",29,20,51,"1"
"1838",30,45,25,"3"
"1839",30,44,26,"3"
"1840",30,43,27,"3"
"1841",30,42,28,"3"
"1842",30,41,29,"3"
"1843",30,40,30,"3"
"1844",30,39,31,"3"
"1845",30,38,32,"3"
"1846",30,37,33,"3"
"1847",30,36,34,"3"
"1848",30,35,35,"3"
"1849",30,34,36,"3"
"1850",30,33,37,"3"
"1851",30,32,38,"3"
"1852",30,31,39,"3"
"1853",30,30,40,"1"
"1854",30,29,41,"1"
"1855",30,28,42,"1"
"1856",30,27,43,"1"
"1857",30,26,44,"1"
"1858",30,25,45,"1"
"1859",30,24,46,"1"
"1860",30,23,47,"1"
"1861",30,22,48,"1"
"1862",30,21,49,"1"
"1863",30,20,50,"1"
"1864",31,44,25,"3"
"1865",31,43,26,"3"
"1866",31,42,27,"3"
"1867",31,41,28,"3"
"1868",31,40,29,"3"
"1869",31,39,30,"3"
"1870",31,38,31,"3"
"1871",31,37,32,"3"
"1872",31,36,33,"3"
"1873",31,35,34,"3"
"1874",31,34,35,"3"
"1875",31,33,36,"3"
"1876",31,32,37,"3"
"1877",31,31,38,"3"
"1878",31,30,39,"3"
"1879",31,29,40,"1"
"1880",31,28,41,"1"
"1881",31,27,42,"1"
"1882",31,26,43,"1"
"1883",31,25,44,"1"
"1884",31,24,45,"1"
"1885",31,23,46,"1"
"1886",31,22,47,"1"
"1887",31,21,48,"1"
"1888",31,20,49,"1"
"1889",32,43,25,"3"
"1890",32,42,26,"3"
"1891",32,41,27,"3"
"1892",32,40,28,"3"
"1893",32,39,29,"3"
"1894",32,38,30,"3"
"1895",32,37,31,"3"
"1896",32,36,32,"3"
"1897",32,35,33,"3"
"1898",32,34,34,"3"
"1899",32,33,35,"3"
"1900",32,32,36,"3"
"1901",32,31,37,"3"
"1902",32,30,38,"3"
"1903",32,29,39,"1"
"1904",32,28,40,"1"
"1905",32,27,41,"1"
"1906",32,26,42,"1"
"1907",32,25,43,"1"
"1908",32,24,44,"1"
"1909",32,23,45,"1"
"1910",32,22,46,"1"
"1911",32,21,47,"1"
"1912",32,20,48,"1"
"1913",33,42,25,"3"
"1914",33,41,26,"3"
"1915",33,40,27,"3"
"1916",33,39,28,"3"
"1917",33,38,29,"3"
"1918",33,37,30,"3"
"1919",33,36,31,"3"
"1920",33,35,32,"3"
"1921",33,34,33,"3"
"1922",33,33,34,"3"
"1923",33,32,35,"3"
"1924",33,31,36,"3"
"1925",33,30,37,"3"
"1926",33,29,38,"3"
"1927",33,28,39,"1"
"1928",33,27,40,"1"
"1929",33,26,41,"1"
"1930",33,25,42,"1"
"1931",33,24,43,"1"
"1932",33,23,44,"1"
"1933",33,22,45,"1"
"1934",33,21,46,"1"
"1935",33,20,47,"1"
"1936",34,41,25,"3"
"1937",34,40,26,"3"
"1938",34,39,27,"3"
"1939",34,38,28,"3"
"1940",34,37,29,"3"
"1941",34,36,30,"3"
"1942",34,35,31,"3"
"1943",34,34,32,"3"
"1944",34,33,33,"3"
"1945",34,32,34,"3"
"1946",34,31,35,"3"
"1947",34,30,36,"3"
"1948",34,29,37,"3"
"1949",34,28,38,"1"
"1950",34,27,39,"1"
"1951",34,26,40,"1"
"1952",34,25,41,"1"
"1953",34,24,42,"1"
"1954",34,23,43,"1"
"1955",34,22,44,"1"
"1956",34,21,45,"1"
"1957",34,20,46,"1"
"1958",35,40,25,"3"
"1959",35,39,26,"3"
"1960",35,38,27,"3"
"1961",35,37,28,"3"
"1962",35,36,29,"3"
"1963",35,35,30,"3"
"1964",35,34,31,"3"
"1965",35,33,32,"3"
"1966",35,32,33,"3"
"1967",35,31,34,"3"
"1968",35,30,35,"3"
"1969",35,29,36,"3"
"1970",35,28,37,"3"
"1971",35,27,38,"1"
"1972",35,26,39,"1"
"1973",35,25,40,"1"
"1974",35,24,41,"1"
"1975",35,23,42,"1"
"1976",35,22,43,"1"
"1977",35,21,44,"1"
"1978",35,20,45,"1"
"1979",36,39,25,"3"
"1980",36,38,26,"3"
"1981",36,37,27,"3"
"1982",36,36,28,"3"
"1983",36,35,29,"3"
"1984",36,34,30,"3"
"1985",36,33,31,"3"
"1986",36,32,32,"3"
"1987",36,31,33,"3"
"1988",36,30,34,"3"
"1989",36,29,35,"3"
"1990",36,28,36,"3"
"1991",36,27,37,"1"
"1992",36,26,38,"1"
"1993",36,25,39,"1"
"1994",36,24,40,"1"
"1995",36,23,41,"1"
"1996",36,22,42,"1"
"1997",36,21,43,"1"
"1998",36,20,44,"1"
"1999",37,38,25,"3"
"2000",37,37,26,"3"
"2001",37,36,27,"3"
"2002",37,35,28,"3"
"2003",37,34,29,"3"
"2004",37,33,30,"3"
"2005",37,32,31,"3"
"2006",37,31,32,"3"
"2007",37,30,33,"3"
"2008",37,29,34,"3"
"2009",37,28,35,"3"
"2010",37,27,36,"3"
"2011",37,26,37,"1"
"2012",37,25,38,"1"
"2013",37,24,39,"1"
"2014",37,23,40,"1"
"2015",37,22,41,"1"
"2016",37,21,42,"1"
"2017",37,20,43,"1"
"2018",38,37,25,"3"
"2019",38,36,26,"3"
"2020",38,35,27,"3"
"2021",38,34,28,"3"
"2022",38,33,29,"3"
"2023",38,32,30,"3"
"2024",38,31,31,"3"
"2025",38,30,32,"3"
"2026",38,29,33,"3"
"2027",38,28,34,"3"
"2028",38,27,35,"2"
"2029",38,26,36,"2"
"2030",38,25,37,"2"
"2031",38,24,38,"1"
"2032",38,23,39,"1"
"2033",38,22,40,"1"
"2034",38,21,41,"1"
"2035",38,20,42,"1"
"2036",39,36,25,"3"
"2037",39,35,26,"3"
"2038",39,34,27,"3"
"2039",39,33,28,"3"
"2040",39,32,29,"3"
"2041",39,31,30,"3"
"2042",39,30,31,"3"
"2043",39,29,32,"3"
"2044",39,28,33,"2"
"2045",39,27,34,"2"
"2046",39,26,35,"2"
"2047",39,25,36,"2"
"2048",39,24,37,"2"
"2049",39,23,38,"2"
"2050",39,22,39,"1"
"2051",39,21,40,"1"
"2052",39,20,41,"1"
"2053",40,35,25,"3"
"2054",40,34,26,"3"
"2055",40,33,27,"3"
"2056",40,32,28,"3"
"2057",40,31,29,"3"
"2058",40,30,30,"3"
"2059",40,29,31,"2"
"2060",40,28,32,"2"
"2061",40,27,33,"2"
"2062",40,26,34,"2"
